field_id,soil_ph,organic_matter,sand_pct,temperature,humidity,rainfall,ndvi,yield
F05119,6.67,1.82,57.9,27.8,81,125.0,0.52,3797.6
F05120,5.56,1.8,32.2,29.4,65,140.0,0.46,3968.1
F05121,5.71,3.99,42.5,25.4,69,135.6,0.64,3771.6
F05122,6.6,1.95,51.9,26.2,68,144.6,0.61,4665.9
F05123,6.68,3.74,50.0,24.5,83,132.1,0.6,3773.1
F05124,5.56,3.98,36.8,28.4,71,139.7,0.46,4575.0
F05125,6.65,2.46,34.9,29.1,72,154.3,0.49,3743.8
F05126,7.18,3.08,53.5,26.4,83,133.2,0.62,3839.5
F05127,6.94,3.45,58.7,26.1,72,154.8,0.61,4013.8
F05128,5.76,2.48,53.0,28.0,73,157.1,0.59,4925.1
F05129,6.68,1.9,58.9,24.5,83,159.9,0.67,4870.7
F05130,6.84,2.58,48.1,25.8,82,137.7,0.69,3627.7
F05131,5.57,3.43,57.9,26.2,78,100.3,0.5,4003.7
F05132,7.21,3.45,50.7,27.1,82,160.3,0.46,4019.5
F05133,7.31,2.08,57.3,26.9,69,172.7,0.47,3817.3
F05134,7.2,1.94,34.8,25.3,65,152.2,0.5,4153.4
F05135,7.15,3.8,54.5,27.2,70,142.0,0.73,4622.0
F05136,6.99,1.61,35.9,29.6,71,144.8,0.45,3649.0
F05137,6.77,3.34,30.8,24.2,69,151.3,0.71,4507.5
F05138,6.86,1.62,45.5,28.1,72,179.9,0.47,3891.1
F05139,7.11,3.59,39.5,27.7,70,105.0,0.52,4463.7
F05140,6.82,3.76,31.3,29.5,65,101.7,0.44,4522.8
F05141,6.16,2.24,59.4,27.9,76,177.1,0.44,4592.2
F05142,6.25,1.68,50.0,27.7,69,135.2,0.43,4792.6
F05143,7.29,2.7,57.1,28.6,69,149.0,0.52,4849.4
F05144,5.53,2.25,60.0,25.6,79,160.3,0.58,4638.7
F05145,6.9,2.54,41.8,27.6,81,159.4,0.47,4221.6
F05146,7.41,3.16,37.6,27.1,69,151.8,0.73,3566.3
F05147,6.91,2.02,35.5,26.6,83,137.8,0.61,4905.7
F05148,7.49,2.39,45.5,24.5,74,146.1,0.71,4402.0
F05149,6.88,3.46,48.2,25.8,67,158.4,0.45,4301.9
F05150,5.57,3.11,44.2,25.7,75,168.1,0.45,3859.2
F05151,7.15,2.32,41.6,28.3,72,110.2,0.7,4526.4
F05152,6.07,3.16,35.0,29.5,77,122.2,0.6,4992.1
F05153,6.39,3.41,43.3,25.4,70,131.8,0.73,3995.0
F05154,6.12,2.98,32.6,24.4,67,153.2,0.45,4699.4
F05155,6.04,2.1,56.0,30.0,83,131.7,0.41,3936.7
F05156,6.36,1.5,31.4,28.1,71,119.1,0.72,4231.6
F05157,6.26,3.51,41.4,29.3,66,102.7,0.64,3819.9
F05158,6.77,3.56,33.0,24.9,83,167.4,0.68,4269.2
F05159,7.13,3.24,53.2,28.8,77,133.5,0.5,4189.0
F05160,6.09,1.69,39.4,28.9,75,126.3,0.4,3558.4
F05161,5.93,2.96,33.4,24.9,73,142.5,0.57,4072.7
F05162,6.83,3.55,45.9,25.0,83,109.8,0.75,3594.1
F05163,6.84,2.47,57.5,25.8,83,131.8,0.72,4175.9
F05164,7.3,2.0,57.3,25.3,78,160.1,0.43,4970.3
F05165,5.53,2.97,37.5,29.9,76,158.9,0.47,3939.5
F05166,7.21,3.57,51.6,26.2,65,161.8,0.51,4273.5
F05167,6.54,1.62,30.9,28.6,65,137.4,0.69,3695.3
F05168,6.74,2.99,34.0,28.8,81,129.5,0.69,3731.0
F05169,5.68,3.11,45.0,26.3,68,166.5,0.46,4033.2
F05170,6.37,3.01,36.9,28.1,77,113.9,0.59,4234.6
F05171,5.95,3.13,53.9,24.6,75,158.0,0.58,4552.1
F05172,6.01,3.08,57.9,26.4,82,171.0,0.54,4185.0
F05173,6.51,1.83,30.1,29.8,76,122.9,0.59,3536.6
F05174,7.12,2.09,37.0,25.0,83,115.8,0.5,3906.4
F05175,6.99,3.05,43.2,26.3,84,141.0,0.59,3537.2
F05176,6.68,1.54,46.9,28.7,65,117.3,0.64,4876.9
F05177,6.58,3.09,57.5,28.0,82,169.7,0.42,3543.6
F05178,6.35,3.16,56.8,27.8,66,119.6,0.74,3574.4
F05179,7.45,2.1,49.1,29.1,75,125.1,0.46,3947.4
F05180,6.62,3.0,37.7,24.2,79,171.1,0.53,4448.5
F05181,6.01,2.84,53.5,28.6,79,116.4,0.56,4036.9
F05182,5.96,2.15,36.1,29.3,70,170.8,0.41,3592.3
F05183,6.72,2.66,59.0,24.1,68,116.8,0.59,4754.4
F05184,6.55,3.77,30.2,27.4,76,172.9,0.7,4550.3
F05185,5.52,2.57,47.1,26.1,75,125.4,0.72,4094.6
F05186,7.16,3.07,32.7,24.3,72,119.7,0.51,4515.4
F05187,6.91,1.59,42.2,26.5,66,138.2,0.6,3911.9
F05188,6.82,1.69,49.0,27.9,80,129.5,0.67,4291.8
F05189,5.64,1.7,50.7,29.5,66,116.1,0.49,4820.8
F05190,6.22,3.45,53.6,27.7,68,127.1,0.58,3661.5
F05191,7.37,2.38,47.8,29.1,66,157.1,0.53,4770.3
F05192,7.23,2.07,37.5,24.7,73,166.6,0.53,4682.8
F05193,6.07,3.37,56.7,25.3,77,165.7,0.43,4923.7
F05194,5.81,1.92,54.3,29.8,84,160.5,0.54,4270.7
F05195,6.4,2.12,34.8,29.3,66,100.4,0.46,3912.4
F05196,6.21,2.58,54.8,25.4,83,134.1,0.51,4029.6
F05197,6.86,2.33,59.2,27.7,72,113.5,0.52,4459.7
F05198,7.43,2.96,49.1,26.2,75,105.9,0.55,3711.2
F05199,6.23,2.34,38.5,26.8,72,158.9,0.72,4027.5
F05200,5.62,2.48,48.2,29.2,80,163.5,0.62,4589.6
F05201,7.3,3.66,40.3,28.4,84,165.2,0.74,4360.6
F05202,5.58,3.71,50.3,25.4,81,171.2,0.61,3594.1
F05203,7.41,3.57,46.3,25.9,79,147.2,0.68,4245.3
F05204,6.83,3.66,57.9,25.7,71,179.9,0.69,4286.3
F05205,7.38,2.92,48.5,28.7,65,138.7,0.66,4551.2
F05206,5.9,3.12,36.4,26.9,78,170.7,0.63,3516.0
F05207,5.58,2.89,51.8,29.7,80,109.0,0.55,4142.6
F05208,6.48,3.46,39.0,28.9,67,111.9,0.6,4829.9
F05209,6.4,2.88,38.2,25.3,82,147.2,0.47,3537.7
F05210,6.16,1.78,41.8,28.7,83,109.9,0.62,4508.6
F05211,7.42,3.52,30.4,27.0,70,106.0,0.58,3834.8
F05212,7.15,3.4,59.1,25.5,73,115.7,0.68,4081.2
F05213,6.82,3.55,46.0,26.2,77,163.0,0.72,4826.2
F05214,5.83,1.98,53.2,29.8,76,174.2,0.45,4043.8
F05215,6.97,2.18,37.7,26.9,79,126.7,0.64,4318.2
F05216,6.95,2.24,52.4,28.3,71,178.0,0.73,3634.5
F05217,6.35,2.77,47.0,26.9,76,164.8,0.72,3987.1
F05218,7.35,1.83,42.7,26.2,81,118.1,0.69,3712.5
F05219,5.83,2.46,59.1,28.8,77,146.9,0.42,4342.3
F05220,6.03,1.96,44.8,29.1,81,178.5,0.49,4189.7
F05221,5.63,2.16,49.7,24.4,72,167.9,0.45,3896.9
F05222,7.09,3.27,30.5,25.7,82,129.1,0.72,4999.4
F05223,6.74,3.64,39.0,27.0,66,124.5,0.66,3729.9
F05224,6.13,1.56,56.7,25.9,81,165.5,0.59,4738.2
F05225,5.83,2.91,52.8,28.7,76,143.9,0.74,3553.6
F05226,5.58,1.59,46.1,24.7,77,113.1,0.47,4770.3
F05227,5.83,1.71,57.0,28.8,79,126.2,0.62,4215.5
F05228,6.41,3.26,44.6,27.7,75,152.9,0.61,4742.3
F05229,5.99,3.34,47.0,25.7,73,112.3,0.52,4620.8
F05230,6.02,3.53,41.5,26.1,72,155.9,0.57,4359.0
F05231,7.25,2.69,48.6,25.1,84,156.8,0.48,4057.3
F05232,6.53,3.65,39.6,25.5,79,121.7,0.64,4498.3
F05233,6.96,1.92,41.6,28.3,81,131.8,0.55,4748.8
F05234,5.57,2.12,59.0,26.3,78,174.8,0.41,4255.0
F05235,6.23,1.84,33.3,28.1,69,159.9,0.73,4122.3
F05236,6.46,3.49,33.2,27.1,80,163.0,0.58,3714.3
F05237,5.87,2.07,31.3,24.9,72,141.3,0.65,4844.4
F05238,5.74,1.89,39.6,27.0,81,117.1,0.47,3901.0
F05239,7.24,3.06,41.9,28.5,75,147.3,0.44,3685.3
F05240,7.38,1.69,32.8,25.8,82,161.8,0.72,3599.3
F05241,5.66,1.61,46.5,27.9,66,100.3,0.61,4626.2
F05242,6.2,1.77,47.5,25.2,65,109.1,0.57,4512.5
F05243,7.42,1.5,52.5,24.8,73,137.9,0.58,3680.7
F05244,5.67,3.24,59.3,26.2,72,135.0,0.48,4295.2
F05245,6.79,2.91,48.6,26.3,66,178.6,0.72,3729.0
F05246,7.44,2.02,33.3,28.6,76,107.4,0.47,4075.4
F05247,7.46,2.08,32.7,26.8,70,125.9,0.46,4674.3
F05248,6.44,3.53,53.3,24.5,66,165.2,0.73,3841.8
F05249,5.83,2.75,49.5,27.8,76,149.0,0.49,3541.6
F05250,5.9,3.25,34.9,26.8,82,144.9,0.7,3790.0
F05251,7.28,2.63,37.6,26.0,69,159.3,0.67,4100.7
F05252,7.32,2.09,52.5,28.8,77,103.2,0.53,3862.5
F05253,6.72,3.93,47.0,24.9,68,175.8,0.49,4583.3
F05254,7.03,2.91,47.6,29.5,72,115.3,0.67,4683.8
F05255,6.98,1.83,36.3,26.0,74,106.5,0.61,3860.8
F05256,6.82,2.52,48.9,26.8,78,127.1,0.49,3902.9
F05257,7.15,2.32,53.1,29.6,84,156.2,0.71,4340.1
F05258,6.87,2.04,56.6,28.6,66,118.5,0.65,4628.8
F05259,6.57,3.83,52.1,24.4,66,104.0,0.72,4939.1
F05260,5.97,3.7,47.3,27.5,68,104.6,0.55,3950.8
F05261,6.99,2.0,50.2,25.9,75,120.5,0.44,4866.6
F05262,6.45,2.38,44.6,27.1,73,110.8,0.72,3772.6
F05263,6.09,3.41,36.8,28.5,82,129.8,0.61,3561.6
F05264,7.1,2.02,56.5,27.0,81,113.8,0.61,4688.7
F05265,6.89,2.98,46.0,24.4,66,127.5,0.6,4217.9
F05266,7.37,3.25,47.8,27.2,71,135.6,0.57,3615.3
F05267,5.83,3.13,59.7,24.1,76,159.4,0.49,3606.7
F05268,6.8,3.27,59.6,26.1,80,118.2,0.61,3520.4
F05269,5.99,3.27,47.6,26.9,74,138.0,0.65,3959.5
F05270,7.31,3.91,31.0,27.9,75,165.2,0.72,4603.0
F05271,5.7,2.37,41.9,27.0,73,178.9,0.43,4498.0
F05272,6.81,3.7,58.1,24.9,68,144.6,0.49,4999.5
F05273,7.08,1.55,38.6,29.6,80,134.6,0.67,4390.9
F05274,6.21,2.22,60.0,27.9,83,150.5,0.67,3665.7
F05275,7.41,1.62,32.5,25.9,84,138.9,0.47,4967.8
F05276,7.2,3.13,47.0,29.8,69,113.2,0.46,4539.5
F05277,6.09,1.75,45.5,29.3,76,136.8,0.53,4061.1
F05278,5.52,3.61,37.7,24.9,74,178.3,0.42,3870.5
F05279,6.09,3.12,58.5,27.9,78,151.2,0.66,3833.3
F05280,6.06,1.57,48.6,27.4,84,122.7,0.63,4934.3
F05281,7.28,3.29,36.9,25.2,84,175.8,0.7,4129.1
F05282,7.43,3.66,41.5,25.4,76,131.1,0.55,4230.2
F05283,5.64,3.15,51.6,27.4,68,131.2,0.62,4755.2
F05284,6.44,1.58,38.9,25.9,84,149.3,0.73,4945.8
F05285,6.6,3.64,56.4,29.0,73,145.5,0.74,3506.6
F05286,5.69,3.33,35.0,24.6,78,123.2,0.42,4985.4
F05287,6.25,2.45,37.9,29.5,69,137.4,0.4,3613.2
F05288,6.13,2.32,34.3,29.0,73,126.6,0.74,4755.3
F05289,6.57,2.7,33.1,28.4,66,159.0,0.59,4925.5
F05290,6.82,3.67,39.0,25.6,76,109.8,0.65,4341.7
F05291,6.91,2.13,60.0,28.3,76,160.0,0.72,4327.6
F05292,5.77,1.75,32.8,26.6,77,112.9,0.55,4503.5
F05293,7.13,3.66,36.4,27.8,75,124.5,0.55,4029.2
F05294,6.86,1.57,38.1,25.9,72,126.7,0.46,3748.7
F05295,7.28,3.78,48.6,29.0,76,179.2,0.72,3599.6
F05296,6.4,2.26,52.4,24.2,73,147.2,0.63,4821.7
F05297,7.29,2.77,52.6,28.1,76,162.2,0.46,4321.0
F05298,7.23,1.83,30.3,29.0,75,144.4,0.6,4541.1
F05299,6.38,3.76,49.6,27.9,83,178.7,0.51,3998.1
F05300,6.26,3.37,48.9,25.2,72,114.2,0.45,4710.5
F05301,7.37,3.81,45.5,25.7,71,148.4,0.46,4024.9
F05302,6.93,3.21,41.4,27.1,78,163.8,0.6,3544.6
F05303,7.36,1.96,53.9,26.0,66,150.3,0.6,4005.4
F05304,7.09,2.27,40.3,24.0,84,171.8,0.68,4775.5
F05305,6.72,2.72,36.9,24.2,76,148.1,0.49,4813.8
F05306,5.73,3.02,39.3,28.6,65,166.1,0.72,4902.1
F05307,6.08,3.82,43.2,24.5,74,114.1,0.58,4249.2
F05308,7.44,2.46,36.4,29.6,65,121.0,0.47,4934.9
F05309,6.14,3.26,48.2,26.7,74,135.5,0.54,4248.8
F05310,5.69,3.9,56.5,28.5,72,168.1,0.72,3730.9
F05311,6.92,1.88,47.9,24.8,77,134.1,0.57,4253.1
F05312,6.97,3.66,43.4,29.6,78,150.2,0.71,4802.9
F05313,6.07,2.55,53.9,24.2,74,131.7,0.46,4678.5
F05314,6.1,3.33,52.4,24.3,65,164.5,0.72,4151.1
F05315,6.44,2.23,41.0,24.3,70,116.0,0.55,3818.8
F05316,5.54,2.33,48.1,24.6,76,147.5,0.73,4371.7
F05317,7.08,1.57,51.9,26.9,84,146.2,0.7,4896.8
F05318,6.13,3.93,37.4,28.7,79,132.3,0.63,3766.2
F05319,7.21,3.53,41.0,25.7,77,156.4,0.64,4740.6
F05320,7.11,1.73,33.2,28.5,79,102.3,0.47,3721.0
F05321,6.82,4.0,59.6,28.6,80,167.3,0.61,4879.4
F05322,6.15,3.01,32.6,29.4,76,127.8,0.59,4539.9
F05323,6.53,3.63,35.1,24.9,84,163.4,0.52,3663.8
F05324,6.39,1.67,44.4,24.8,75,124.4,0.58,3803.6
F05325,6.18,2.47,56.0,24.7,76,115.0,0.73,4890.4
F05326,7.2,3.17,40.7,26.2,66,131.2,0.4,4261.3
F05327,6.47,1.77,53.1,26.9,67,163.8,0.55,4180.2
F05328,7.17,2.72,50.3,26.8,81,156.3,0.52,3587.4
F05329,5.71,2.61,49.2,25.5,78,132.1,0.74,3626.1
F05330,5.78,2.04,55.4,27.7,71,175.0,0.74,4537.5
F05331,7.45,2.25,30.4,26.0,84,132.7,0.6,4665.4
F05332,6.68,3.92,57.9,26.2,78,128.1,0.59,4800.5
F05333,6.52,2.22,54.9,24.6,73,111.6,0.72,4254.2
F05334,6.55,2.03,58.1,27.6,74,105.6,0.4,3992.9
F05335,5.93,2.84,53.8,27.9,75,128.0,0.6,4438.3
F05336,6.94,3.18,56.4,28.5,75,107.4,0.41,4428.3
F05337,5.67,3.31,36.1,29.4,83,137.0,0.74,3552.0
F05338,6.65,3.39,39.6,28.6,77,168.8,0.51,4908.2
F05339,6.64,1.59,39.5,25.4,74,138.1,0.58,4463.8
F05340,7.33,2.48,33.3,25.4,80,138.4,0.55,3509.7
F05341,6.55,3.43,51.9,29.5,74,120.3,0.71,4939.5
F05342,5.77,3.76,34.1,28.7,74,113.3,0.75,4929.0
F05343,6.65,3.01,31.6,28.7,76,117.8,0.42,4918.9
F05344,5.68,1.63,53.3,28.3,65,145.4,0.66,4833.3
F05345,5.91,2.49,57.1,25.6,82,147.3,0.53,3777.0
F05346,5.56,1.69,52.9,29.1,84,117.6,0.45,4965.8
F05347,6.53,3.37,54.8,24.9,75,131.9,0.54,4642.9
F05348,5.67,1.66,47.9,26.1,71,145.5,0.75,4461.1
F05349,6.44,1.96,56.6,26.1,78,160.8,0.53,4914.0
F05350,7.37,2.54,44.9,27.4,72,125.6,0.5,4071.6
F05351,6.94,2.66,59.6,26.8,68,121.7,0.7,4897.1
F05352,5.65,2.52,33.1,26.8,67,158.4,0.7,4408.5
F05353,5.95,2.66,54.3,27.3,74,141.1,0.52,4368.9
F05354,6.85,3.28,49.2,26.5,73,168.5,0.5,4468.9
F05355,7.29,2.42,47.4,25.5,79,116.9,0.63,4631.2
F05356,5.57,2.87,51.8,28.0,72,161.7,0.47,4167.4
F05357,7.12,2.26,55.2,28.7,77,113.0,0.57,4970.9
F05358,6.62,2.38,55.9,26.9,71,146.8,0.45,3632.8
F05359,6.59,3.03,35.3,27.9,77,122.7,0.51,4870.7
F05360,7.42,2.73,35.9,27.2,70,108.1,0.5,4486.1
F05361,7.0,3.31,30.5,24.4,74,149.3,0.64,4864.9
F05362,7.2,2.9,34.0,26.5,83,140.5,0.5,4053.1
F05363,6.21,3.51,37.9,24.1,75,138.9,0.71,4743.5
F05364,6.61,2.61,51.6,28.0,80,147.4,0.74,4424.0
F05365,6.73,2.73,44.3,27.0,84,129.8,0.43,4746.7
F05366,6.14,3.17,52.7,24.8,78,153.6,0.54,3987.5
F05367,6.64,2.05,44.6,27.3,73,110.5,0.51,4876.0
F05368,5.97,2.46,46.7,29.4,80,157.2,0.52,4886.4
F05369,5.79,3.06,33.3,26.0,73,146.4,0.49,4212.2
F05370,6.25,1.57,53.3,29.9,70,138.9,0.53,4100.5
F05371,6.98,2.59,52.7,29.8,70,110.2,0.45,4362.8
F05372,7.33,3.0,39.2,28.7,82,122.3,0.5,3800.3
F05373,6.42,3.92,39.9,28.9,83,123.6,0.66,4244.3
F05374,6.79,3.69,36.6,26.5,81,118.7,0.52,4845.2
F05375,5.71,2.2,54.4,26.4,68,176.3,0.47,4047.8
F05376,7.31,2.77,52.4,29.7,83,173.3,0.44,4604.1
F05377,6.64,1.64,48.3,26.2,75,143.7,0.52,4434.7
F05378,7.06,2.1,37.2,24.6,75,116.5,0.63,3892.1
F05379,7.09,3.44,35.2,24.9,75,172.9,0.49,4297.6
F05380,6.01,1.81,31.5,28.3,83,160.0,0.55,4778.9
F05381,6.56,2.14,31.4,26.3,72,103.1,0.73,4332.4
F05382,7.42,3.86,35.6,25.2,80,139.3,0.59,4545.3
F05383,5.68,3.56,33.0,28.9,72,148.4,0.59,4663.1
F05384,6.87,3.45,46.7,26.9,73,105.3,0.54,3574.1
F05385,7.42,3.66,40.7,27.4,76,104.0,0.59,3576.9
F05386,6.1,3.37,43.3,24.9,76,137.1,0.74,3672.4
F05387,7.22,1.8,47.8,25.2,66,100.2,0.49,3744.5
F05388,7.37,2.79,49.8,24.8,70,103.7,0.73,4717.2
F05389,6.99,2.61,49.4,27.1,68,113.2,0.45,4153.4
F05390,5.96,2.28,37.8,28.7,77,172.8,0.44,3777.9
F05391,6.17,3.59,54.3,28.4,68,161.3,0.63,4297.7
F05392,5.57,2.66,57.5,25.6,73,136.0,0.49,4645.0
F05393,7.16,1.65,39.5,29.1,71,138.3,0.56,3710.1
F05394,7.2,2.19,30.5,24.6,70,154.9,0.66,4016.6
F05395,6.77,2.07,57.0,24.7,82,138.0,0.59,3791.6
F05396,6.21,3.72,57.7,29.1,79,105.1,0.4,4469.6
F05397,5.65,3.12,31.5,25.5,80,159.1,0.51,3705.3
F05398,7.01,2.9,30.1,28.2,65,104.6,0.42,4671.6
F05399,6.95,2.77,54.5,24.1,74,138.9,0.72,3811.7
F05400,7.33,3.13,39.0,24.6,68,168.9,0.68,3587.9
F05401,6.96,3.39,57.4,27.7,68,109.4,0.74,4866.3
F05402,7.16,2.89,36.5,25.1,82,156.5,0.71,3999.8
F05403,6.99,3.85,55.8,24.2,77,103.7,0.57,4254.1
F05404,6.76,3.94,32.1,26.8,65,179.4,0.71,3651.5
F05405,6.35,3.99,37.8,26.0,84,154.6,0.64,4219.2
F05406,7.3,3.17,59.2,28.8,74,177.5,0.58,3833.8
F05407,6.8,3.83,36.9,28.9,65,153.5,0.53,4760.6
F05408,6.3,2.51,34.0,27.7,66,119.4,0.64,4570.6
F05409,5.67,3.65,55.7,25.8,73,174.1,0.61,4495.0
F05410,6.08,3.77,33.5,26.8,65,150.1,0.61,4671.9
F05411,6.59,3.76,32.9,28.2,79,146.1,0.54,3940.6
F05412,6.05,3.58,39.7,24.4,79,134.3,0.66,4180.5
F05413,5.94,2.52,49.1,26.0,66,122.8,0.43,3629.9
F05414,6.55,1.9,51.3,28.9,76,142.4,0.65,3601.7
F05415,5.84,2.33,56.4,26.4,82,129.3,0.66,3993.6
F05416,7.1,3.42,46.2,27.7,74,168.3,0.58,4734.1
F05417,6.47,2.08,41.8,24.6,77,102.3,0.49,4396.5
F05418,6.65,2.7,40.8,28.7,73,142.4,0.58,4136.8
F05419,5.79,2.91,55.4,24.6,67,166.9,0.44,4950.5
F05420,6.15,3.01,51.7,29.2,72,102.2,0.5,4163.3
F05421,6.32,3.84,57.2,24.6,78,122.6,0.55,4203.3
F05422,7.12,3.15,58.9,29.3,80,104.1,0.64,4988.8
F05423,7.04,3.47,39.0,26.2,70,147.6,0.47,3697.0
F05424,5.95,2.95,45.9,27.7,73,125.3,0.46,3883.4
F05425,6.73,3.58,49.0,29.1,68,176.8,0.61,4180.0
F05426,5.99,2.16,34.9,24.1,83,149.3,0.64,4356.9
F05427,7.48,2.02,31.6,25.6,79,144.9,0.43,3722.1
F05428,7.4,3.82,56.0,29.5,75,173.4,0.41,3993.2
F05429,6.63,3.23,46.1,26.3,74,117.9,0.45,3830.4
F05430,6.9,3.18,47.1,28.2,72,145.0,0.72,4774.8
F05431,7.1,2.67,46.6,24.8,67,143.4,0.64,4751.9
F05432,6.94,2.44,52.6,28.1,83,106.6,0.72,3859.8
F05433,6.9,2.89,34.4,24.4,68,174.6,0.63,4152.4
F05434,7.42,1.8,48.4,28.3,77,156.0,0.74,4477.5
F05435,6.69,2.64,44.1,25.9,73,171.0,0.55,3572.2
F05436,6.77,2.64,56.9,26.8,84,178.6,0.61,4825.4
F05437,7.2,2.85,45.6,25.0,77,138.4,0.61,4266.5
F05438,6.84,3.09,58.3,27.8,73,164.3,0.4,3839.8
F05439,6.97,3.89,40.6,26.0,84,146.2,0.41,4095.1
F05440,5.97,3.13,59.0,26.3,83,178.2,0.45,4852.5
F05441,6.24,3.71,56.3,27.9,80,119.8,0.58,3537.2
F05442,5.79,2.89,47.5,25.1,82,101.1,0.55,3714.2
F05443,6.51,3.07,40.6,29.1,83,114.9,0.59,3789.1
F05444,6.41,1.67,41.3,28.4,81,110.2,0.68,3590.2
F05445,7.49,1.83,53.2,27.5,76,135.0,0.69,3837.9
F05446,6.72,2.95,47.4,24.8,75,106.2,0.74,4725.7
F05447,7.07,2.49,42.0,28.1,81,117.6,0.6,4290.6
F05448,6.17,3.5,49.1,24.1,70,107.7,0.52,4408.1
F05449,7.16,2.86,52.0,28.8,79,138.9,0.51,3733.8
F05450,6.73,3.71,30.7,25.8,66,121.3,0.52,3917.5
F05451,6.89,3.93,32.7,24.7,78,137.7,0.51,4876.2
F05452,6.09,1.87,32.8,25.0,67,107.1,0.54,3815.7
F05453,6.6,2.49,37.0,29.8,76,141.3,0.43,4860.1
F05454,6.77,3.16,42.8,28.6,70,110.4,0.62,4494.8
F05455,6.68,2.26,54.1,25.4,69,107.9,0.6,4254.2
F05456,7.33,2.17,40.5,29.8,71,124.8,0.56,3760.9
F05457,7.3,3.53,30.5,24.8,70,170.0,0.43,4510.4
F05458,7.44,3.95,44.5,28.4,83,163.1,0.43,4829.6
F05459,6.83,3.43,59.9,27.9,78,176.7,0.59,3739.7
F05460,7.44,2.81,40.5,28.9,82,136.8,0.41,3509.3
F05461,7.16,2.61,58.8,26.3,78,125.0,0.65,4610.1
F05462,6.04,2.85,33.0,26.4,72,177.7,0.75,4400.7
F05463,6.35,2.66,35.2,27.7,78,130.5,0.61,4254.6
F05464,5.98,2.76,51.7,26.4,83,100.7,0.65,4184.1
F05465,5.51,2.01,45.0,24.2,67,165.6,0.55,4246.4
F05466,5.88,3.76,53.0,28.4,79,113.5,0.63,4061.9
F05467,5.51,3.39,55.9,27.8,80,157.4,0.63,3623.5
F05468,6.94,3.2,37.5,26.5,79,101.2,0.69,4663.6
F05469,6.35,3.87,50.5,25.8,78,108.9,0.65,4201.8
F05470,6.13,2.21,48.2,25.9,79,138.7,0.66,4737.4
F05471,7.02,1.7,55.8,28.4,71,105.4,0.59,4973.3
F05472,7.16,3.57,42.9,28.4,69,171.1,0.57,3757.6
F05473,7.45,4.0,31.6,28.9,73,160.0,0.56,4690.2
F05474,6.78,2.95,47.2,28.6,80,126.3,0.54,4966.3
F05475,6.42,1.65,58.8,28.5,66,147.8,0.49,4586.7
F05476,6.11,3.45,30.4,25.5,71,157.2,0.41,3869.0
F05477,5.94,1.68,37.2,24.6,76,160.4,0.63,4844.7
F05478,5.93,2.85,39.5,28.6,80,131.7,0.72,4689.8
F05479,6.32,2.19,53.0,24.6,68,171.9,0.73,4174.0
F05480,7.48,3.79,39.7,29.9,66,175.3,0.6,4358.9
F05481,5.5,2.63,37.2,29.3,81,115.7,0.43,4582.9
F05482,5.89,3.75,49.5,27.2,81,172.9,0.71,3686.8
F05483,5.88,2.25,31.4,26.1,67,157.0,0.66,4890.5
F05484,6.93,2.47,35.1,27.2,80,171.1,0.49,4981.2
F05485,6.2,3.87,42.2,28.4,69,134.0,0.68,3995.8
F05486,6.41,2.0,40.7,28.5,71,152.9,0.57,4572.6
F05487,5.8,2.95,40.4,24.4,77,118.8,0.71,4132.0
F05488,6.31,2.47,33.3,28.8,73,160.1,0.49,3541.6
F05489,5.71,3.44,40.8,27.8,72,146.5,0.68,4938.1
F05490,6.57,1.82,53.9,24.2,65,138.5,0.65,3713.5
F05491,5.7,2.59,42.4,25.9,68,155.4,0.41,3612.4
F05492,7.08,3.25,47.6,27.1,71,144.2,0.6,4755.8
F05493,6.63,2.52,34.9,25.1,75,161.2,0.65,3550.8
F05494,6.95,1.65,32.1,24.9,72,168.7,0.45,4531.8
F05495,6.34,3.26,56.4,24.1,72,164.0,0.59,4895.1
F05496,6.26,2.76,39.9,29.5,84,124.6,0.51,4109.3
F05497,5.7,1.53,40.5,24.3,75,178.1,0.64,3602.5
F05498,6.55,3.03,56.3,26.2,71,152.0,0.59,3827.4
F05499,6.53,3.8,51.2,25.2,75,125.9,0.62,4922.5
F05500,6.44,1.78,52.7,28.4,82,103.4,0.43,4198.1
F05501,6.98,2.98,50.5,28.2,68,179.0,0.45,4312.0
F05502,7.17,3.32,33.2,28.8,70,147.9,0.59,3734.1
F05503,7.0,1.68,58.7,27.7,71,118.2,0.46,4877.0
F05504,5.79,1.56,57.3,27.5,74,139.3,0.57,4275.7
F05505,6.74,2.66,37.1,26.4,72,131.8,0.64,4293.3
F05506,5.66,3.48,54.1,27.8,68,176.1,0.68,4364.1
F05507,6.89,1.9,42.3,24.7,73,139.4,0.45,4651.1
F05508,6.26,3.59,50.5,28.1,70,138.8,0.66,3804.4
F05509,5.76,3.14,35.0,24.6,81,163.6,0.53,4913.5
F05510,7.22,2.33,46.2,29.2,83,131.3,0.64,3763.1
F05511,6.73,2.79,33.8,27.0,78,115.7,0.45,3796.1
F05512,6.21,3.91,46.1,27.2,65,161.5,0.58,3518.6
F05513,5.56,2.04,37.3,27.5,70,172.8,0.69,3529.5
F05514,6.57,2.75,43.6,28.7,71,103.7,0.44,4143.3
F05515,7.35,3.06,50.0,26.9,65,168.8,0.69,3774.5
F05516,6.69,1.85,56.3,26.6,81,135.0,0.56,3817.9
